Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
2359,TWO,genome,the ordering of genes in a haploid set of chromosomes of a particular organism; the full DNA sequence of an organism,1,0,1,0
2360,TWO,celestial,of or relating to the sky,1,0,1,0
2361,TWO,hurriedly,in a hurried or hasty manner,1,0,1,0
2362,TWO,Podunk,Undefined,1,0,1,0
2363,TWO,hoity-toity,affectedly genteel,1,0,1,0
2364,TWO,gladiatorial,of or relating to or resembling gladiators or their combat,1,0,1,0
2365,TWO,inviolable,incapable of being transgressed or dishonored,1,0,1,0
2366,TWO,preposterous,incongruous;inviting ridicule,1,0,1,0
2367,TWO,corrosive,a substance having the tendency to cause corrosion (such a strong acids or alkali),1,0,1,0
2368,TWO,seize,take hold of; grab,1,0,1,0
2369,TWO,Mesopotamian,Undefined,1,0,1,0
2370,TWO,machination,a crafty and involved plot to achieve your (usually sinister) ends,1,0,1,0
2371,TWO,contrite,feeling or expressing pain or sorrow for sins or offenses,1,0,1,0
2372,TWO,extant,still in existence; not extinct or destroyed or lost; ; - Edward Clodd,1,0,1,0
2373,TWO,afghan,a blanket knitted or crocheted in strips or squares; sometimes used as a shawl,1,0,1,0
2374,TWO,pathos,a quality that arouses emotions (especially pity or sorrow),1,0,1,0
2375,TWO,Muzak,Undefined,1,0,1,0
2376,TWO,pugnacious,tough and callous by virtue of experience,1,0,1,0
2377,TWO,patrician,a person of refined upbringing and manners,1,0,1,0
2378,TWO,cogently,Undefined,1,0,1,0
2379,TWO,odontiasis,the eruption through the gums of baby teeth,1,0,1,0
2380,TWO,equinox,either of two times of the year when the sun crosses the plane of the earth's equator and day and night are of equal length,1,0,1,0
2381,TWO,vicinity,a surrounding or nearby region,1,0,1,0
2382,TWO,peruse,examine or consider with attention and in detail,1,0,1,0
2383,TWO,enervate,weaken mentally or morally,1,0,1,0
2384,TWO,auricular,of or relating to near the ear,1,0,1,0
2385,TWO,stratification,the act or process or arranging persons into classes or social strata,1,0,1,0
2386,TWO,prosperous,in fortunate circumstances financially; moderately rich,1,0,1,0
2387,TWO,merely,and nothing more,1,0,1,0
2388,TWO,alluvial,of or relating to alluvium,1,0,1,0
2389,TWO,turophile,Undefined,1,0,1,0
2390,TWO,settee,a long wooden bench with a back,1,0,1,0
2391,TWO,tomahawk,weapon consisting of a fighting ax; used by North American Indians,1,0,1,0
2392,TWO,sclerosis,any pathological hardening or thickening of tissue,1,0,1,0
2393,TWO,abominable,unequivocally detestable; ; ; ; - Edmund Burke,1,0,1,0
2394,TWO,epicurean,a person devoted to refined sensuous enjoyment (especially good food and drink),1,0,1,0
2395,TWO,Patagonia,region in southern South America between the Andes and the South Atlantic,1,0,1,0
2396,TWO,legitimately,in a manner acceptable to common custom,1,0,1,0
2397,TWO,artesian,(of water) rising to the surface under internal hydrostatic pressure,1,0,1,0
2398,TWO,ablaut,a vowel whose quality or length is changed to indicate linguistic distinctions (such as sing sang sung song),1,0,1,0
2399,TWO,procedure,a particular course of action intended to achieve a result,1,0,1,0
2400,TWO,derelict,"a person without a home, job, or property",1,0,1,0
2401,TWO,vanquish,"come out better in a competition, race, or conflict",1,0,1,0
2402,TWO,inoculate,introduce an idea or attitude into the mind of,1,0,1,0
2403,TWO,mendacious,given to lying,1,0,1,0
2404,TWO,anabolic,of or related to the synthetic phase of metabolism,1,0,1,0
2405,TWO,limpid,clear and bright,1,0,1,0
2406,TWO,revelation,the speech act of making something evident,1,0,1,0
2407,TWO,ectoplasm,(spiritualism) a substance supposed to emanate from the body of the medium during a trance,1,0,1,0
2408,TWO,heleoplankton,Undefined,1,0,1,0
2409,TWO,gubernatorial,relating to a governor,1,0,1,0
2410,TWO,pungent,strong and sharp,1,0,1,0
2411,TWO,pagoda,an Asian temple; usually a pyramidal tower with an upward curving roof,1,0,1,0
2412,TWO,ottoman,a Turk (especially a Turk who is a member of the tribe of Osman I),1,0,1,0
2413,TWO,fiscal,involving financial matters,1,0,1,0
2414,TWO,epitaphs,an inscription on a tombstone or monument in memory of the person buried there,1,0,1,0
2415,TWO,multivalent,used of the association of three or more homologous chromosomes during the first division of meiosis,1,0,1,0
2416,TWO,mandrill,baboon of west Africa with a bright red and blue muzzle and blue hindquarters,1,0,1,0
2417,TWO,establishment,the act of forming or establishing something,1,0,1,0
2418,TWO,logographic,of or relating to logograms or logographs,1,0,1,0
2419,TWO,oblige,force somebody to do something,1,0,1,0
2420,TWO,solitaire,a gem (usually a diamond) in a setting by itself,1,0,1,0
2421,TWO,artillery,large but transportable armament,1,0,1,0
2422,TWO,gibbous,"characteristic of or suffering from kyphosis, an abnormality of the vertebral column",1,0,1,0
2423,TWO,ruminate,chew the cuds,1,0,1,0
2424,TWO,armistice,a state of peace agreed to between opponents so they can discuss peace terms,1,0,1,0
2425,TWO,viscount,(in various countries) a son or younger brother or a count,1,0,1,0
2426,TWO,dishevel,disarrange or rumple; dishevel,1,0,1,0
2427,TWO,quotient,the ratio of two quantities to be divided,1,0,1,0
2428,TWO,extracurricular,outside the regular academic curriculum,1,0,1,0
2429,TWO,sympathy,an inclination to support or be loyal to or to agree with an opinion,1,0,1,0
2430,TWO,cryogenic,of or relating to very low temperatures,1,0,1,0
2431,TWO,plague,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal,1,0,1,0
2432,TWO,Limburger,a soft white cheese with a very strong pungent odor and flavor,1,0,1,0
2433,TWO,ricotta,soft Italian cheese like cottage cheese,1,0,1,0
2434,TWO,punctuation,something that makes repeated and regular interruptions or divisions,1,0,1,0
2435,TWO,puniness,the quality of being unimportant and petty or frivolous,1,0,1,0
2436,TWO,catalyst,(chemistry) a substance that initiates or accelerates a chemical reaction without itself being affected,1,0,1,0
2437,TWO,preferential,manifesting partiality,1,0,1,0
2438,TWO,tuffet,a low seat or a stool to rest the feet of a seated person,1,0,1,0
2439,TWO,guttural,a consonant articulated in the back of the mouth or throat,1,0,1,0
2440,TWO,nautilus,a submarine that is propelled by nuclear power,1,0,1,0
2441,TWO,lingua franca,Undefined,1,0,1,0
2442,TWO,thespian,a theatrical performer,1,0,1,0
2443,TWO,bazooka,a portable rocket launcher used by infantrymen as an antitank weapon,1,0,1,0
2444,TWO,epact,Undefined,1,0,1,0
2445,TWO,atrocious,shockingly brutal or cruel,1,0,1,0
2446,TWO,thievery,the act of taking something from someone unlawfully,1,0,1,0
2447,TWO,triforium,Undefined,1,0,1,0
2448,TWO,submersible,an apparatus intended for use under water,1,0,1,0
2449,TWO,complacency,the feeling you have when you are satisfied with yourself,1,0,1,0
2450,TWO,abstruse,difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge,1,0,1,0
2451,TWO,vivacious,vigorous and animated,1,0,1,0
2452,TWO,dragoon,a member of a European military unit formerly composed of heavily armed cavalrymen,1,0,1,0
2453,TWO,déjà vu,Undefined,1,0,1,0
2454,TWO,extemporaneous,with little or no preparation or forethought,1,0,1,0
2455,TWO,kraken,Undefined,1,0,1,0
2456,TWO,nephrolith,a calculus formed in the kidney,1,0,1,0
2457,TWO,xenoglossy,Undefined,1,0,1,0
2458,TWO,yuzu,Undefined,1,0,1,0
2459,TWO,déjà vue,Undefined,1,0,1,0
2460,TWO,ungetatable,difficult to reach or attain,1,0,1,0
2461,TWO,stanzaic,Undefined,1,0,1,0
2462,TWO,adipose,composed of animal fat,1,0,1,0
2463,TWO,smorgasbord,a collection containing a variety of sorts of things,1,0,1,0
2464,TWO,ritziness,Undefined,1,0,1,0
2465,TWO,calabash,round gourd of the calabash tree,1,0,1,0
2466,TWO,unilaterally,in a unilateral manner; by means of one part or party,1,0,1,0
2467,TWO,putrescent,becoming putrid,1,0,1,0
2468,TWO,quorum,a gathering of the minimal number of members of an organization to conduct business,1,0,1,0
2469,TWO,electrode,a conductor used to make electrical contact with some part of a circuit,1,0,1,0
2470,TWO,gazette,a newspaper or official journal,1,0,1,0
2471,TWO,chute,rescue equipment consisting of a device that fills with air and retards your fall,1,0,1,0
2472,TWO,ordinance,an authoritative rule,1,0,1,0
2473,TWO,nostalgia,longing for something past,1,0,1,0
2474,TWO,pharynx,the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone,1,0,1,0
2475,TWO,sporadically,in a sporadic manner,1,0,1,0
2476,TWO,continuum,a continuous nonspatial whole or extent or succession in which no part or portion is distinct or distinguishable from adjacent parts,1,0,1,0
2477,TWO,shute,English writer who settled in Norway after World War II (1899-1960),1,0,1,0
2478,TWO,ursine,of or relating to or similar to bears,1,0,1,0
2479,TWO,dechlorinate,remove chlorine from (water),1,0,1,0
2480,TWO,epistolary,written in the form of or carried on by letters or correspondence,1,0,1,0
2481,TWO,sudation,the process of the sweat glands of the skin secreting a salty fluid,1,0,1,0
2482,TWO,pachyderm,any of various nonruminant hoofed mammals having very thick skin: elephant; rhinoceros; hippopotamus,1,0,1,0
2483,TWO,impermeable,preventing especially liquids to pass or diffuse through,1,0,1,0
2484,TWO,arduous,characterized by effort to the point of exhaustion; especially physical effort,1,0,1,0
2485,TWO,unconscionable,lacking a conscience,1,0,1,0
2486,TWO,pursuit,the act of pursuing in an effort to overtake or capture,1,0,1,0
2487,TWO,cytoplasm,the protoplasm of a cell excluding the nucleus; is full of proteins that control cell metabolism,1,0,1,0
2488,TWO,symposium,a meeting or conference for the public discussion of some topic especially one in which the participants form an audience and make presentations,1,0,1,0
2489,TWO,trepidation,a feeling of alarm or dread,1,0,1,0
2490,TWO,carnitas,Undefined,1,0,1,0
2491,TWO,Pembroke,the smaller and straight-legged variety of corgi having pointed ears and a short tail,1,0,1,0
2492,TWO,esoteric,confined to and understandable by only an enlightened inner circle,1,0,1,0
2493,TWO,affectionately,with affection,1,0,1,0
2494,TWO,floribunda,Undefined,1,0,1,0
2495,TWO,collision,(physics) a brief event in which two or more bodies come together,1,0,1,0
2496,TWO,bulgogi,Undefined,1,0,1,0
2497,TWO,liquefaction,the conversion of a solid or a gas into a liquid,1,0,1,0
2498,TWO,grapheme,a written symbol that is used to represent speech,1,0,1,0
2499,TWO,Pulitzer,United States newspaper publisher (born in Hungary) who established the Pulitzer prizes (1847-1911),1,0,1,0
2500,TWO,salience,the state of being salient,1,0,1,0
2501,TWO,scarab,scarabaeid beetle considered divine by ancient Egyptians,1,0,1,0
2502,TWO,fibromyalgia,Undefined,1,0,1,0
2503,TWO,palazzo,Undefined,1,0,1,0
2504,TWO,trigonometry,the mathematics of triangles and trigonometric functions,1,0,1,0
2505,TWO,vitreous,of or relating to or constituting the vitreous humor of the eye,1,0,1,0
2506,TWO,molasses,thick dark syrup produced by boiling down juice from sugar cane; especially during sugar refining,1,0,1,0
2507,TWO,veganism,Undefined,1,0,1,0
2508,TWO,terrier,any of several usually small short-bodied breeds originally trained to hunt animals living underground,1,0,1,0
2509,TWO,miasma,an unwholesome atmosphere,1,0,1,0
2510,TWO,alloy,a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten,1,0,1,0
2511,TWO,wraith,a mental representation of some haunting experience,1,0,1,0
2512,TWO,classical,traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste,1,0,1,0
2513,TWO,humerus,bone extending from the shoulder to the elbow,1,0,1,0
2514,TWO,captivated,attract; cause to be enamored,1,0,1,0
2515,TWO,concoct,make a concoction (of) by mixing,1,0,1,0
2516,TWO,Belgium,a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization,1,0,1,0
2517,TWO,insulin,hormone secreted by the isles of Langerhans in the pancreas; regulates storage of glycogen in the liver and accelerates oxidation of sugar in cells,1,0,1,0
2518,TWO,fungible,a commodity that is freely interchangeable with another in satisfying an obligation,1,0,1,0
2519,TWO,vagabonds,anything that resembles a vagabond in having no fixed place,1,0,1,0
2520,TWO,onus,an onerous or difficult concern,1,0,1,0
2521,TWO,modicum,a small or moderate or token amount; - Ian Jack,1,0,1,0
2522,TWO,audacious,invulnerable to fear or intimidation,1,0,1,0
2523,TWO,phlegmatic,showing little emotion,1,0,1,0
2524,TWO,Gothamite,Undefined,1,0,1,0
2525,TWO,variegated,"change the appearance of, especially by marking with different colors",1,0,1,0
2526,TWO,precursor,a substance from which another substance is formed (especially by a metabolic reaction),1,0,1,0
2527,TWO,javelin,an athletic competition in which a javelin is thrown as far as possible,1,0,1,0
2528,TWO,exasperate,exasperate or irritate,1,0,1,0
2529,TWO,spasmodic,affected by involuntary jerky muscular contractions; resembling a spasm,1,0,1,0
2530,TWO,affable,diffusing warmth and friendliness,1,0,1,0
2531,TWO,volition,the capability of conscious choice and decision and intention; - George Meredith,1,0,1,0
2532,TWO,mochi,Undefined,1,0,1,0
2533,TWO,spoonerism,transposition of initial consonants in a pair of words,1,0,1,0
2534,TWO,Mandarin,shrub or small tree having flattened globose fruit with very sweet aromatic pulp and thin yellow-orange to flame-orange rind that is loose and easily removed; native to southeastern Asia,1,0,1,0
2535,TWO,bouquet,an arrangement of flowers that is usually given as a present,1,0,1,0
2536,TWO,dopamine,a monoamine neurotransmitter found in the brain and essential for the normal functioning of the central nervous system; as a drug (trade names Dopastat and Intropin) it is used to treat shock and hypotension,1,0,1,0
2537,TWO,gossamer,a gauze fabric with an extremely fine texture,1,0,1,0
2538,TWO,feign,make believe with the intent to deceive,1,0,1,0
2539,TWO,complicit,Undefined,1,0,1,0
2540,TWO,Kelvin,the basic unit of thermodynamic temperature adopted under the Systeme International d'Unites,1,0,1,0
2541,TWO,denizen,a person who inhabits a particular place,1,0,1,0
2542,TWO,pitiful,inspiring mixed contempt and pity,1,0,1,0
2543,TWO,vincible,susceptible to being defeated,1,0,1,0
2544,TWO,dementia,mental deterioration of organic or functional origin,1,0,1,0
2545,TWO,gyrocopter,Undefined,1,0,1,0
2546,TWO,vellum,a heavy creamy-colored paper resembling parchment,1,0,1,0
2547,TWO,duopoly,Undefined,1,0,1,0
2548,TWO,ammunition,projectiles to be fired from a gun,1,0,1,0
2549,TWO,factitious,not produced by natural forces,1,0,1,0
2550,TWO,voilà,Undefined,1,0,1,0
